
0.01	0.0544391	0.0414781	0.0239174	0.0194373	0.0251397	0.0374046	0.0425969	0.0500379	0.0651616	0.0863545
0.02	0.0180142	0.0184304	0.0171879	0.0168416	0.0163043	0.0157922	0.0174366	0.0197171	0.0266476	0.0255958
0.03	0.00706497	0.00797643	0.00943444	0.0115412	0.0095916	0.00761214	0.00809696	0.00946727	0.00747597	0.00668655
0.04	0.00387583	0.00530928	0.00656082	0.006206	0.00537076	0.00503907	0.00529043	0.0034754	0.00412695	0.00321814
0.05	0.0034234	0.0036094	0.00344464	0.00448304	0.00386754	0.00336481	0.00303986	0.00309466	0.00223303	0.00260764
0.06	0.00254523	0.00270639	0.00250261	0.00267263	0.00255084	0.00250371	0.00245592	0.00214168	0.0016274	0.00189141
0.07	0.00195921	0.00219449	0.00165598	0.00179817	0.00153652	0.00157729	0.00143129	0.00144667	0.00133509	0.000935837
0.08	0.00121	0.00160116	0.00103023	0.00113444	0.00115248	0.00121634	0.00122635	0.00103535	0.00116405	0.00101044
0.09	0.000833917	0.001022	0.00113049	0.000989876	0.00084977	0.000861442	0.000879088	0.000909457	0.000791553	0.000718617
0.1	0.000818616	0.000838535	0.000790048	0.000683747	0.00069217	0.000844685	0.000855341	0.000608092	0.000678733	0.000574982
0.11	0.000433046	0.000603107	0.000580762	0.000541529	0.00064115	0.000532572	0.000652529	0.000580285	0.000618677	0.000387409
0.12	0.000286173	0.000530398	0.000541185	0.000487626	0.000464514	0.0004742	0.000566289	0.000608111	0.000452559	0.000462199
0.13	0.000303991	0.000416134	0.000315461	0.000315824	0.000456357	0.000436655	0.000336536	0.000395317	0.000355872	0.00031574
0.14	0.00029114	0.000386862	0.000236284	0.000301901	0.000254587	0.000310503	0.000300964	0.000226072	0.000405932	0.000310419
0.15	0.000227956	0.000245567	0.000253483	0.000244768	0.000350862	0.000236639	0.000297244	0.000236066	0.000253703	0.000174575
0.16	0.000196729	0.000230083	0.000180131	0.000205179	0.000181527	0.000213489	0.000245926	0.000230131	0.000279847	0.000172966
0.17	0.000131398	0.000192646	0.000199598	0.000176956	0.000238976	0.00019217	0.000185746	0.000223317	0.000184857	0.000123148
0.18	0.000160231	0.000202824	0.000174674	0.000159799	0.000182345	0.00025432	0.000167056	0.000225081	0.000145731	0.000109122
0.19	8.25258e-05	0.000158021	0.000172813	0.000136893	0.000123644	0.000144099	0.000151104	0.000220673	0.000170989	0.00013743
0.2	0.000124032	0.000117415	0.000142894	0.000149807	0.000130075	0.000150147	0.00011791	0.000188964	7.13785e-05	0.000143085
0.21	0.000111108	6.8451e-05	0.000135955	0.000117296	0.00017907	0.000124222	0.000160939	0.000136337	6.17791e-05	0.000136338
0.22	5.45157e-05	0.000109017	0.000102947	0.000127886	9.10437e-05	0.000164207	9.6908e-05	0.00013397	9.69815e-05	7.92794e-05
0.23	9.78589e-05	9.11565e-05	9.80379e-05	9.1298e-05	0.000104614	0.000117989	6.52844e-05	7.85392e-05	7.2007e-05	6.51827e-05
0.24	4.24337e-05	5.70064e-05	0.000126307	0.000113616	8.51221e-05	6.37651e-05	7.79699e-05	7.77589e-05	8.47871e-05	5.63726e-05
0.25	6.61225e-05	5.14653e-05	2.21216e-05	8.82288e-05	4.43751e-05	8.13092e-05	6.64226e-05	5.16792e-05	8.88435e-05	1.46749e-05
0.26	6.81534e-05	4.54157e-05	9.05708e-05	9.12055e-05	4.54157e-05	9.07235e-05	3.03771e-05	6.84926e-05	3.03568e-05	2.28437e-05
0.27	2.32389e-05	5.41486e-05	3.86572e-05	3.87177e-05	6.97577e-05	4.65502e-05	4.67486e-05	3.86865e-05	4.65492e-05	3.8834e-05
0.28	4.73791e-05	7.90776e-05	6.30279e-05	1.57496e-05	4.72661e-05	5.50778e-05	3.14695e-05	2.36664e-05	3.95986e-05	2.37158e-05
0.29	2.41596e-05	2.40246e-05	3.21916e-05	4.00074e-05	3.202e-05	5.58321e-05	3.21208e-05	4.01439e-05	4.80773e-05	2.39664e-05
0.3	3.23826e-05	1.61726e-05	4.06022e-05	4.05584e-05	5.69013e-05	3.24449e-05	3.24459e-05	1.61811e-05	2.43722e-05	0
0.31	2.46097e-05	3.29026e-05	5.74618e-05	4.0859e-05	8.14027e-06	2.46117e-05	2.45886e-05	1.63376e-05	4.10725e-05	1.63401e-05
0.32	3.26608e-05	2.44704e-05	2.44469e-05	4.89281e-05	1.64099e-05	1.63724e-05	0	8.16373e-06	4.89444e-05	4.08557e-05
0.33	2.41934e-05	1.61598e-05	1.61145e-05	2.40657e-05	8.04661e-06	0	8.06101e-06	2.41653e-05	3.2335e-05	1.61875e-05
0.34	1.58923e-05	2.38351e-05	1.6024e-05	7.95406e-06	3.19333e-05	7.97175e-06	2.38857e-05	0	0	0
0.35	2.36729e-05	2.34793e-05	1.57506e-05	3.92822e-05	1.56836e-05	0	7.88818e-06	6.27549e-05	3.14228e-05	7.85947e-06
0.36	3.10783e-05	1.54701e-05	3.87973e-05	7.77291e-06	0	1.54782e-05	1.5471e-05	7.77544e-06	7.74497e-06	1.55331e-05
0.37	0	7.69089e-06	7.63889e-06	7.69089e-06	7.65662e-06	1.52856e-05	1.52757e-05	0	2.29565e-05	7.6913e-06
0.38	7.56235e-06	0	1.50667e-05	0	3.03511e-05	1.50582e-05	0	7.57645e-06	2.27668e-05	2.28026e-05
0.39	7.47284e-06	0	7.45029e-06	0	2.96754e-05	2.24834e-05	0	0	0	0
0.4	0	0	2.21675e-05	0	2.21636e-05	7.3635e-06	0	0	0	0
0.41	7.25158e-06	1.45126e-05	1.46027e-05	7.26079e-06	7.25431e-06	1.46029e-05	7.26174e-06	7.24695e-06	7.26929e-06	1.45504e-05
0.42	1.43491e-05	0	7.15743e-06	2.15984e-05	7.1928e-06	0	0	1.43218e-05	0	0
0.43	7.08516e-06	1.41723e-05	0	2.12692e-05	1.41217e-05	7.0614e-06	0	1.41946e-05	7.05253e-06	7.0604e-06
0.44	0	0	7.00226e-06	1.39588e-05	1.40319e-05	0	1.40395e-05	0	0	6.98998e-06
0.45	1.38478e-05	0	6.87725e-06	6.90632e-06	0	6.94531e-06	6.90069e-06	0	0	0
0.46	6.85396e-06	0	0	6.8093e-06	0	2.04314e-05	0	1.36063e-05	1.36796e-05	6.80379e-06
0.47	6.74973e-06	0	0	0	0	6.73052e-06	0	1.34766e-05	0	0
0.48	0	6.64708e-06	6.66871e-06	0	0	0	0	6.6581e-06	6.68409e-06	1.32787e-05
0.49	0	6.55089e-06	0	0	0	0	6.5738e-06	0	6.5484e-06	0
0.5	6.49654e-06	0	6.51657e-06	0	0	6.50843e-06	6.47274e-06	6.49427e-06	0	0
0.51	6.40369e-06	0	0	6.42802e-06	0	0	6.3957e-06	0	0	0
0.52	0	0	6.32351e-06	6.33412e-06	6.35514e-06	0	1.26744e-05	0	0	0
0.53	0	0	0	0	6.2336e-06	6.24041e-06	0	0	0	0
0.54	0	6.18575e-06	6.15472e-06	6.17566e-06	0	0	0	6.19947e-06	0	1.23591e-05
0.55	6.15438e-06	0	0	0	0	0	0	0	6.09169e-06	0
0.56	0	6.02769e-06	0	6.04168e-06	0	0	6.03144e-06	0	6.05342e-06	0
0.57	0	5.97411e-06	0	1.19385e-05	1.79996e-05	5.99014e-06	0	5.96143e-06	0	0
0.58	0	5.97818e-06	0	0	0	6.009e-06	0	0	0	6.00546e-06
0.59	0	0	0	0	0	0	0	7.02701e-06	0	0
0.6	9.04494e-06	9.06701e-06	0	0	0	0	0	0	0	0
0.61	0	0	0	0	0	0	0	0	0	0
0.62	0	0	0	0	0	0	0	0	0	0
0.63	0	0	0	0	0	0	0	0	0	0
0.64	0	0	0	0	0	0	0	0	0	0
0.65	0	0	0	0	0	0	0	0	0	0
0.66	0	0	1.98551e-05	0	0	0	0	0	0	0
0.67	0	0	0	0	0	0	0	0	0	0
0.68	0	0	0	0	0	0	0	0	0	0
0.69	2.55376e-05	0	0	0	0	0	0	0	0	0
0.7	0	0	0	0	0	0	0	0	0	0
0.71	0	0	0	0	0	0	0	0	0	0
0.72	0	0	0	0	0	0	0	0	0	0
0.73	0	0	0	0	0	0	0	0	0	0
0.74	0	0	0	0	0	0	0	0	0	0
0.75	0	0	0	0	0	0	0	0	0	0
0.76	0	0	5.6224e-05	0	0	0	0	0	0	0
0.77	0	0	0	0	0	0	0	0	0	0
0.78	0	0	0	0	0	0	0	0	0	0
0.79	0	0	0	0	0	0	0	0	0	0
0.8	0	0	0	0	0	0	0	0	0	0
0.81	0	0	0	0	0	0	0	0	0	0
0.82	0	0	0	0	0	0	0	0	0	0
